PBANKA	CITH	DOZI	DOZI/CITH
PBANKA_080990	0	0	0
PBANKA_081050	0	0	0
PBANKA_081300	0	0	0
PBANKA_081340	0	0	0
PBANKA_081350	0	0	0
PBANKA_081480	0	0	0
PBANKA_081690	0	0	0
PBANKA_081700	0	0	0
PBANKA_081890	0	0	0
PBANKA_081990	0	0	0
PBANKA_082110	0	0	0
PBANKA_082170	0	0	0
PBANKA_082200	0	0	0
PBANKA_082360	0	0	0
PBANKA_082480	0	0	0
PBANKA_082560	0	0	0
PBANKA_082580	0	0	0
PBANKA_082640	0	0	0
PBANKA_082670	0	0	0
PBANKA_082830	0	0	0
PBANKA_082890	0	0	0
PBANKA_083030	0	0	0
PBANKA_083100	0	0	0
PBANKA_083170	0	0	0
PBANKA_083260	0	0	0
PBANKA_083310	0	0	0
PBANKA_083520	0	0	0
PBANKA_083700	0	0	0
PBANKA_090140	0	0	0
PBANKA_090190	0	0	0
PBANKA_090260	0	0	0
PBANKA_090370	0	0	0
PBANKA_090420	0	0	0
PBANKA_090460	0	0	0
PBANKA_090470	0	0	0
PBANKA_090500	0	0	0
PBANKA_090560	0	0	0
PBANKA_090730	0	0	0
PBANKA_090790	0	0	0
PBANKA_090870	0	0	0
PBANKA_090880	0	0	0
PBANKA_090980	0	0	0
PBANKA_091020	0	0	0
PBANKA_091090	0	0	0
PBANKA_091170	0	0	0
PBANKA_091200	0	0	0
PBANKA_091250	0	0	0
PBANKA_091260	0	0	0
PBANKA_091440	0	0	0
PBANKA_091500	0	0	0
PBANKA_091540	0	0	0
PBANKA_091560	0	0	0
PBANKA_091720	0	0	0
PBANKA_091800	0	0	0
PBANKA_091830	0	0	0
PBANKA_091860	0	0	0
PBANKA_091910	0	0	0
PBANKA_092080	0	0	0
PBANKA_092170	0	0	0
PBANKA_092280	0	0	0
PBANKA_092340	0	0	0
PBANKA_092490	0	0	0
PBANKA_092550	0	0	0
PBANKA_092670	0	0	0
PBANKA_092750	0	0	0
PBANKA_092800	0	0	0
PBANKA_092810	0	0	0
PBANKA_092920	0	0	0
PBANKA_093090	0	0	0
PBANKA_093120	0	0	0
PBANKA_093130	0	0	0
PBANKA_093210	0	0	0
PBANKA_093300	0	0	0
PBANKA_093390	0	0	0
PBANKA_093720	0	0	0
PBANKA_093730	0	0	0
PBANKA_093770	0	0	0
PBANKA_093840	0	0	0
PBANKA_093880	0	0	0
PBANKA_094080	0	0	0
PBANKA_094110	0	0	0
PBANKA_094190	0	0	0
PBANKA_094250	0	0	0
PBANKA_094270	0	0	0
PBANKA_094360	0	0	0
PBANKA_100060	0	0	0
PBANKA_100140	0	0	0
PBANKA_100150	0	0	0
PBANKA_100200	0	0	0
PBANKA_100340	0	0	0
PBANKA_100380	0	0	0
PBANKA_100610	0	0	0
PBANKA_100670	0	0	0
PBANKA_100720	0	0	0
PBANKA_100750	0	0	0
PBANKA_100770	0	0	0
PBANKA_100850	0	0	0
PBANKA_100880	0	0	0
PBANKA_100910	0	0	0
PBANKA_100950	0	0	0
PBANKA_100990	0	0	0
PBANKA_101000	0	0	0
PBANKA_101050	0	0	0
PBANKA_101190	0	0	0
PBANKA_101310	0	0	0
PBANKA_101320	0	0	0
PBANKA_101400	0	0	0
PBANKA_101560	0	0	0
PBANKA_101630	0	0	0
PBANKA_101860	0	0	0
PBANKA_101880	0	0	0
PBANKA_101940	0	0	0
PBANKA_101950	0	0	0
PBANKA_102000	0	0	0
PBANKA_102070	0	0	0
PBANKA_102110	0	0	0
PBANKA_102180	0	0	0
PBANKA_102200	0	0	0
PBANKA_102350	0	0	0
PBANKA_102470	0	0	0
PBANKA_102490	0	0	0
PBANKA_102550	0	0	0
PBANKA_102830	0	0	0
PBANKA_102840	0	0	0
PBANKA_102940	0	0	0
PBANKA_103010	0	0	0
PBANKA_103060	0	0	0
PBANKA_103160	0	0	0
PBANKA_103310	0	0	0
PBANKA_103370	0	0	0
PBANKA_103390	0	0	0
PBANKA_103430	0	0	0
PBANKA_103440	0	0	0
PBANKA_103490	0	0	0
PBANKA_103510	0	0	0
PBANKA_103520	0	0	0
PBANKA_103630	0	0	0
PBANKA_103760	0	0	0
PBANKA_103800	0	0	0
PBANKA_103860	0	0	0
PBANKA_103940	0	0	0
PBANKA_104020	0	0	0
PBANKA_110110	0	0	0
PBANKA_110130	0	0	0
PBANKA_110230	0	0	0
PBANKA_110340	0	0	0
PBANKA_110390	0	0	0
PBANKA_110550	0	0	0
PBANKA_110670	0	0	0
PBANKA_110680	0	0	0
PBANKA_110710	0	0	0
PBANKA_110800	0	0	0
PBANKA_110820	0	0	0
PBANKA_110850	0	0	0
PBANKA_110890	0	0	0
PBANKA_111040	0	0	0
PBANKA_111130	0	0	0
PBANKA_111170	0	0	0
PBANKA_111230	0	0	0
PBANKA_111300	0	0	0
PBANKA_111330	0	0	0
PBANKA_111370	0	0	0
PBANKA_111520	0	0	0
PBANKA_111540	0	0	0
PBANKA_111610	0	0	0
PBANKA_111740	0	0	0
PBANKA_111750	0	0	0
PBANKA_111860	0	0	0
PBANKA_111920	0	0	0
PBANKA_111960	0	0	0
PBANKA_111990	0	0	0
PBANKA_112100	0	0	0
PBANKA_112200	0	0	0
PBANKA_112350	0	0	0
PBANKA_112380	0	0	0
PBANKA_112470	0	0	0
PBANKA_112560	0	0	0
PBANKA_112580	0	0	0
PBANKA_112700	0	0	0
PBANKA_112780	0	0	0
PBANKA_112890	0	0	0
PBANKA_112910	0	0	0
PBANKA_112960	0	0	0
PBANKA_113050	0	0	0
PBANKA_113150	0	0	0
PBANKA_113160	0	0	0
PBANKA_113260	0	0	0
PBANKA_113390	0	0	0
PBANKA_113460	0	0	0
PBANKA_113500	0	0	0
PBANKA_113700	0	0	0
PBANKA_113770	0	0	0
PBANKA_113790	0	0	0
PBANKA_113820	0	0	0
PBANKA_114060	0	0	0
PBANKA_114170	0	0	0
PBANKA_114280	0	0	0
PBANKA_114300	0	0	0
PBANKA_114590	0	0	0
PBANKA_120010	0	0	0
PBANKA_120040	0	0	0
PBANKA_120060	0	0	0
PBANKA_120150	0	0	0
PBANKA_120220	0	0	0
PBANKA_120240	0	0	0
PBANKA_120270	0	0	0
PBANKA_120370	0	0	0
PBANKA_120420	0	0	0
PBANKA_120440	0	0	0
PBANKA_120480	0	0	0
PBANKA_120500	0	0	0
PBANKA_120540	0	0	0
PBANKA_120660	0	0	0
PBANKA_120690	0	0	0
PBANKA_120700	0	0	0
PBANKA_120880	0	0	0
PBANKA_120890	0	0	0
PBANKA_120900	0	0	0
PBANKA_120990	0	0	0
PBANKA_121070	0	0	0
PBANKA_121090	0	0	0
PBANKA_121260	0	0	0
PBANKA_121270	0	0	0
PBANKA_121300	0	0	0
PBANKA_121350	0	0	0
PBANKA_121360	0	0	0
PBANKA_121400	0	0	0
PBANKA_121430	0	0	0
PBANKA_121470	0	0	0
PBANKA_121530	0	0	0
PBANKA_121650	0	0	0
PBANKA_121760	0	0	0
PBANKA_121770	0	0	0
PBANKA_121830	0	0	0
PBANKA_121840	0	0	0
PBANKA_121850	0	0	0
PBANKA_121860	0	0	0
PBANKA_121890	0	0	0
PBANKA_121900	0	0	0
PBANKA_121920	0	0	0
PBANKA_122120	0	0	0
PBANKA_122130	0	0	0
PBANKA_122240	0	0	0
PBANKA_122280	0	0	0
PBANKA_122420	0	0	0
PBANKA_122540	0	0	0
PBANKA_122660	0	0	0
PBANKA_122680	0	0	0
PBANKA_122720	0	0	0
PBANKA_122740	0	0	0
PBANKA_122780	0	0	0
PBANKA_122830	0	0	0
PBANKA_122920	0	0	0
PBANKA_123005	0	0	0
PBANKA_123100	0	0	0
PBANKA_123160	0	0	0
PBANKA_123170	0	0	0
PBANKA_123180	0	0	0
PBANKA_123350	0	0	0
PBANKA_123420	0	0	0
PBANKA_123450	0	0	0
PBANKA_123480	0	0	0
PBANKA_123510	0	0	0
PBANKA_123770	0	0	0
PBANKA_123880	0	0	0
PBANKA_123920	0	0	0
PBANKA_123940	0	0	0
PBANKA_123980	0	0	0
PBANKA_124180	0	0	0
PBANKA_124190	0	0	0
PBANKA_124220	0	0	0
PBANKA_124230	0	0	0
PBANKA_124310	0	0	0
PBANKA_124320	0	0	0
PBANKA_124590	0	0	0
PBANKA_124640	0	0	0
PBANKA_124690	0	0	0
PBANKA_130050	0	0	0
PBANKA_130070	0	0	0
PBANKA_130130	0	0	0
PBANKA_130140	0	0	0
PBANKA_130160	0	0	0
PBANKA_130260	0	0	0
PBANKA_130280	0	0	0
PBANKA_130330	0	0	0
PBANKA_130350	0	0	0
PBANKA_130390	0	0	0
PBANKA_130510	0	0	0
PBANKA_130590	0	0	0
PBANKA_130600	0	0	0
PBANKA_130620	0	0	0
PBANKA_130770	0	0	0
PBANKA_130810	0	0	0
PBANKA_130920	0	0	0
PBANKA_130930	0	0	0
PBANKA_131040	0	0	0
PBANKA_131080	0	0	0
PBANKA_131090	0	0	0
PBANKA_131440	0	0	0
PBANKA_131480	0	0	0
PBANKA_131490	0	0	0
PBANKA_131550	0	0	0
PBANKA_131740	0	0	0
PBANKA_131890	0	0	0
PBANKA_132010	0	0	0
PBANKA_132020	0	0	0
PBANKA_132070	0	0	0
PBANKA_132150	0	0	0
PBANKA_132400	0	0	0
PBANKA_132510	0	0	0
PBANKA_132520	0	0	0
PBANKA_132610	0	0	0
PBANKA_132640	0	0	0
PBANKA_132730	0	0	0
PBANKA_132830	0	0	0
PBANKA_132840	0	0	0
PBANKA_132900	0	0	0
PBANKA_132930	0	0	0
PBANKA_132980	0	0	0
PBANKA_133140	0	0	0
PBANKA_133210	0	0	0
PBANKA_133300	0	0	0
PBANKA_133320	0	0	0
PBANKA_133480	0	0	0
PBANKA_133490	0	0	0
PBANKA_133520	0	0	0
PBANKA_133570	0	0	0
PBANKA_133660	0	0	0
PBANKA_133690	0	0	0
PBANKA_133710	0	0	0
PBANKA_133840	0	0	0
PBANKA_133940	0	0	0
PBANKA_134010	0	0	0
PBANKA_134020	0	0	0
PBANKA_134040	0	0	0
PBANKA_134150	0	0	0
PBANKA_134320	0	0	0
PBANKA_134560	0	0	0
PBANKA_134610	0	0	0
PBANKA_134840	0	0	0
PBANKA_135000	0	0	0
PBANKA_135030	0	0	0
PBANKA_135050	0	0	0
PBANKA_135130	0	0	0
PBANKA_135210	0	0	0
PBANKA_135430	0	0	0
PBANKA_135440	0	0	0
PBANKA_135450	0	0	0
PBANKA_135500	0	0	0
PBANKA_135510	0	0	0
PBANKA_135550	0	0	0
PBANKA_135580	0	0	0
PBANKA_135630	0	0	0
PBANKA_135670	0	0	0
PBANKA_135780	0	0	0
PBANKA_135830	0	0	0
PBANKA_135980	0	0	0
PBANKA_136030	0	0	0
PBANKA_136120	0	0	0
PBANKA_136150	0	0	0
PBANKA_136200	0	0	0
PBANKA_136420	0	0	0
PBANKA_140010	0	0	0
PBANKA_140060	0	0	0
PBANKA_140070	0	0	0
PBANKA_140150	0	0	0
PBANKA_140260	0	0	0
PBANKA_140490	0	0	0
PBANKA_140610	0	0	0
PBANKA_140700	0	0	0
PBANKA_140740	0	0	0
PBANKA_140760	0	0	0
PBANKA_140780	0	0	0
PBANKA_140920	0	0	0
PBANKA_140960	0	0	0
PBANKA_141000	0	0	0
PBANKA_141120	0	0	0
PBANKA_141140	0	0	0
PBANKA_141170	0	0	0
PBANKA_141320	0	0	0
PBANKA_141400	0	0	0
PBANKA_141470	0	0	0
PBANKA_141560	0	0	0
PBANKA_141630	0	0	0
PBANKA_141690	0	0	0
PBANKA_141730	0	0	0
PBANKA_141840	0	0	0
PBANKA_142050	0	0	0
PBANKA_142070	0	0	0
PBANKA_142100	0	0	0
PBANKA_142350	0	0	0
PBANKA_142360	0	0	0
PBANKA_142430	0	0	0
PBANKA_142490	0	0	0
PBANKA_142510	0	0	0
PBANKA_142620	0	0	0
PBANKA_142690	0	0	0
PBANKA_142750	0	0	0
PBANKA_142870	0	0	0
PBANKA_142890	0	0	0
PBANKA_142940	0	0	0
PBANKA_143120	0	0	0
PBANKA_143140	0	0	0
PBANKA_143200	0	0	0
PBANKA_143220	0	0	0
PBANKA_143240	0	0	0
PBANKA_143300	0	0	0
PBANKA_143330	0	0	0
PBANKA_143400	0	0	0
PBANKA_143440	0	0	0
PBANKA_143480	0	0	0
PBANKA_143520	0	0	0
PBANKA_143570	0	0	0
PBANKA_143610	0	0	0
PBANKA_143650	0	0	0
PBANKA_143710	0	0	0
PBANKA_143730	0	0	0
PBANKA_143740	0	0	0
PBANKA_143800	0	0	0
PBANKA_143920	0	0	0
PBANKA_143980	0	0	0
PBANKA_144110	0	0	0
PBANKA_144180	0	0	0
PBANKA_144300	0	0	0
PBANKA_144540	0	0	0
PBANKA_144570	0	0	0
PBANKA_144590	0	0	0
PBANKA_144900	0	0	0
PBANKA_144950	0	0	0
PBANKA_145020	0	0	0
PBANKA_145070	0	0	0
PBANKA_145150	0	0	0
PBANKA_145240	0	0	0
PBANKA_145250	0	0	0
PBANKA_145270	0	0	0
PBANKA_145340	0	0	0
PBANKA_145480	0	0	0
PBANKA_145510	0	0	0
PBANKA_145570	0	0	0
PBANKA_145680	0	0	0
PBANKA_145690	0	0	0
PBANKA_145720	0	0	0
PBANKA_145780	0	0	0
PBANKA_145790	0	0	0
PBANKA_145850	0	0	0
PBANKA_145930	0	0	0
PBANKA_146060	0	0	0
PBANKA_146120	0	0	0
PBANKA_146140	0	0	0
PBANKA_146180	0	0	0
PBANKA_146300	0	0	0
