cluster_id	target	count_both	count_only_cluster	count_only_target	count_none	p.value	fdr
1	FALSE	124	78	1135	2476	2.34604595798543e-17	4.28046748879705e-15
1	S-nitrosylated proteins	6	196	241	3370	0.0383464421073685	0.427562829497158
1	S-Glutathionylated proteins	8	194	287	3324	0.0411451385216521	0.43408361474488
1	Total palmitome of Plasmodium falciparum	3	199	306	3305	5.26563572378822e-05	0.00234847353280955
1	Ribosomal structure	1	201	144	3467	0.00675729570072157	0.127942381805172
1	Genes coding for chaperones and their regulators	0	202	102	3509	0.00609826956485315	0.117684875160195
1	Centrosome proteins	0	202	75	3536	0.0326658756939854	0.376783979987521
2	FALSE	158	123	1101	2431	1.3007099387786e-16	2.17543737260721e-14
2	Genes coding for components involved in ribosome assembly	3	278	129	3403	0.0168758546808713	0.240662892518522
2	Phosphoproteome - Treeck et al 2011	39	242	815	2717	0.000253717859069622	0.00936761181576469
2	Phosphoproteome - Pease et al 2013	23	258	576	2956	0.000162173248056691	0.00650963417699558
2	Transcription related proteins encoding genes	3	278	166	3366	0.00218700902746686	0.0522538942634045
2	Translation in prokaryotes � a template for apicoplast and mitochondrion	0	281	48	3484	0.0470799682142763	0.472781583450483
2	Nuclear genes with apicoplast signal sequences	7	274	223	3309	0.00608759892460749	0.117684875160195
2	Nuclear genes with mitochondrial signal sequences	6	275	264	3268	0.000240216897495475	0.00927144833218113
2	Phosphoproteome - Lasonder et al 2011	19	262	487	3045	0.000475388639047729	0.0161712711621829
2	The phosphoproteome of Plasmodium falciparum infected RBCs	11	270	303	3229	0.00454095667825153	0.0939556706520703
2	Proteins involved in steps during passage through prophase	5	276	16	3516	0.0160048246594962	0.232603577572214
2	Genes coding for protein traffic related proteins	0	281	60	3472	0.0209408196787128	0.279740707844812
2	Centrosome proteins	12	269	63	3469	0.0109348887730499	0.187575399722317
2	Putative organization of the kinetochore	9	272	26	3506	0.000720620444552734	0.0229569084478943
2	Maturation and export of 60S and 40S ribosomal subunits	0	281	87	3445	0.00263701448749722	0.0608331962805393
2	Structure of the mitotic centrosome	10	271	20	3512	3.21638406879982e-05	0.00150122856420494
2	Centriole proteins	6	275	13	3519	0.00181281653114373	0.0454790347250682
2	Molecular motor prototypes	8	273	33	3499	0.00883568054278101	0.161211007721468
2	Kinetochores power chromosome movements in mitosis	12	269	27	3505	1.30520107415149e-05	0.000707983393465416
2	Regulation of spindle microtubule dynamics	9	272	36	3496	0.00470825723138325	0.0954492147816786
2	Control of microtubule assembly	5	276	16	3516	0.0160048246594962	0.232603577572214
2	Transporters of the ER/Golgi and digestive vacuole membranes	6	275	24	3508	0.0199817027073831	0.272811410433455
3	FALSE	346	287	913	2267	6.37100702579905e-35	4.43969363618824e-32
3	Genes coding for components involved in ribosome assembly	13	620	119	3061	0.0320260226378728	0.373698996710527
3	Splicing of pre-mRNA	6	627	100	3080	0.00126870994807675	0.0344094711593249
3	Phosphoproteome - Treeck et al 2011	72	561	782	2398	1.47507784029926e-14	2.2772932503697e-12
3	Phosphoproteome - Pease et al 2013	57	576	542	2638	1.19361411031553e-07	1.08890159972876e-05
3	S-nitrosylated proteins	14	619	233	2947	1.9292256763844e-07	1.68345910108847e-05
3	S-Glutathionylated proteins	23	610	272	2908	6.35646894573507e-06	0.000364498090688294
3	Proteins of detergent-resistant membranes	8	625	97	3083	0.0108410799566052	0.187569374766436
3	Nuclear genes with mitochondrial signal sequences	31	602	239	2941	0.0174658870686616	0.242116461498371
3	Phosphoproteome - Lasonder et al 2011	49	584	457	2723	2.56475990292367e-06	0.000166047520166704
3	Total palmitome of Plasmodium falciparum	24	609	285	2895	3.18551537455117e-06	0.000188039098727182
3	Ribosomal structure	10	623	135	3045	0.000848416957130784	0.0254145198949475
3	The phosphoproteome of Plasmodium falciparum infected RBCs	30	603	284	2896	0.000256710837004015	0.00936761181576469
3	Purine metabolism	1	632	32	3148	0.0325699546034867	0.376783979987521
3	Genes coding for components of the proteasome degradation machinery & their timed transcription	5	628	99	3081	0.000414341365195678	0.0143376399990987
3	Classical COPI-mediated vesicular transport	1	632	29	3151	0.0484073557336047	0.47391981930412
3	Genes coding for chaperones and their regulators	9	624	93	3087	0.030599001702732	0.3612482142199
3	Centrosome proteins	4	629	71	3109	0.00460731678517344	0.0943559672228887
3	Putative organization of the kinetochore	1	632	34	3146	0.0217266550105805	0.283151926014513
3	Functional annotation of merozoite invasion-related proteins	1	632	41	3139	0.0102799250267098	0.180830300580267
3	Maturation and export of 60S and 40S ribosomal subunits	6	627	81	3099	0.0123623045151589	0.196913850491459
3	Structure of the mitotic centrosome	1	632	29	3151	0.0484073557336047	0.47391981930412
3	Transcription and processing of snRNAs	0	633	21	3159	0.0368131544704807	0.414064143172241
3	Chaperone-assisted protein folding	3	630	68	3112	0.00204949294332402	0.0506036334844748
3	Transporters of the ER/Golgi and digestive vacuole membranes	1	632	29	3151	0.0484073557336047	0.47391981930412
4	FALSE	245	236	1014	2318	3.29483887870124e-18	6.61274162955339e-16
