Geneid	groups	description
PBANKA_0405000	12	ATP synthase-associated protein, putative
PBANKA_0417400	12	GTPase-activating protein, putative
PBANKA_0501700	12	phosphomannomutase, putative
PBANKA_0512900	12	conserved protein, unknown function
PBANKA_0518400	12	translation initiation factor IF-3, putative
PBANKA_0519600	12	conserved protein, unknown function
PBANKA_0522600	12	erythrocyte membrane-associated antigen, putative
PBANKA_0605300	12	eukaryotic translation initiation factor 5, putative
PBANKA_0614900	12	conserved Plasmodium protein, unknown function
PBANKA_0705800	12	conserved Plasmodium protein, unknown function
PBANKA_0715200	12	eukaryotic translation initiation factor 3 subunit G, putative
PBANKA_0819000	12	glideosome-associated protein 50, putative
PBANKA_0901100	12	serine/threonine protein kinase, putative
PBANKA_0903700	12	cysteine-rich PDZ-binding protein, putative
PBANKA_0917200	12	RNA-binding protein s1, putative
PBANKA_0925200	12	calcium-dependent protein kinase 7
PBANKA_0931600	12	guanine nucleotide-exchange factor SEC12, putative
PBANKA_0938900	12	IWS1-like protein, putative
PBANKA_1001700	12	conserved Plasmodium protein, unknown function
PBANKA_1004100	12	NYN domain-containing protein, putative
PBANKA_1004700	12	methyltransferase, putative
PBANKA_1007300	12	peptide chain release factor 2, putative
PBANKA_1010000	12	mitochondrial acidic protein MAM33, putative
PBANKA_1023600	12	conserved Plasmodium protein, unknown function
PBANKA_1024300	12	ATP-dependent RNA helicase DBP4, putative
PBANKA_1024800	12	ATP synthase-associated protein, putative
PBANKA_1033200	12	DNA damage-inducible protein 1, putative
PBANKA_1110900	12	conserved Plasmodium protein, unknown function
PBANKA_1125200	12	CRAL/TRIO domain-containing protein, putative
PBANKA_1135800	12	conserved Plasmodium protein, unknown function
PBANKA_1136300	12	RNA-binding protein, putative
PBANKA_1140200	12	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative
PBANKA_1234900	12	protein phosphatase PPM9
PBANKA_1237500	12	pre-mRNA-splicing factor BUD31, putative
PBANKA_1240500	12	conserved protein, unknown function
PBANKA_1241900	12	ubiquitin-conjugating enzyme E2 N, putative
PBANKA_1242400	12	conserved Plasmodium protein, unknown function
PBANKA_1309200	12	serine/threonine kinase-1, putative
PBANKA_1319900	12	conserved Plasmodium protein, unknown function
PBANKA_1324100	12	ubiquitin carboxyl-terminal hydrolase isozyme L3, putative
PBANKA_1325300	12	splicing factor 3B subunit 2, putative
PBANKA_1350400	12	conserved protein, unknown function
PBANKA_1354400	12	60S ribosomal protein L18, putative
PBANKA_1357600	12	conserved Plasmodium protein, unknown function
PBANKA_1357900	12	conserved Plasmodium protein, unknown function
PBANKA_1359400	12	conserved Plasmodium protein, unknown function
PBANKA_1401300	12	40S ribosomal protein S7, putative
PBANKA_1403200	12	cyclin, putative
PBANKA_1406200	12	TOM1-like protein, putative
PBANKA_1416400	12	nucleolar complex protein 4, putative
PBANKA_1421800	12	ATP synthase subunit epsilon, mitochondrial, putative
PBANKA_1425350	12	GTP-binding protein YihA3, putative
PBANKA_1432500	12	DNA-binding chaperone, putative
PBANKA_1452800	12	pre-mRNA-splicing factor CWC22, putative
PBANKA_1457600	12	RNA-binding protein, putative
PBANKA_1461600	12	conserved Plasmodium protein, unknown function
PBANKA_0101000	13	MYND-type zinc finger protein, putative
PBANKA_0103200	13	conserved protein, unknown function
PBANKA_0112641	13	fam-b protein
PBANKA_0203800	13	phenylalanine--tRNA ligase alpha subunit, putative
PBANKA_0203900	13	rRNA biogenesis protein RRP36, putative
PBANKA_0209800	13	conserved protein, unknown function
PBANKA_0210000	13	vacuolar protein sorting-associated protein 51, putative
PBANKA_0305700	13	ribosome-recycling factor, putative
PBANKA_0312000	13	conserved Plasmodium protein, unknown function
PBANKA_0314800	13	conserved protein, unknown function
PBANKA_0316700	13	fam-b protein
PBANKA_0410900	13	conserved protein, unknown function
PBANKA_0503000	13	conserved protein, unknown function
PBANKA_0510300	13	conserved Plasmodium protein, unknown function
PBANKA_0512400	13	rRNA-processing protein EBP2, putative
PBANKA_0513500	13	conserved Plasmodium protein, unknown function
PBANKA_0516600	13	leucine-rich repeat protein, putative
PBANKA_0603800	13	O-phosphoseryl-tRNA(Sec) selenium transferase, putative
PBANKA_0606800	13	acyl carrier protein, mitochondrial, putative
PBANKA_0607200	13	conserved protein, unknown function
PBANKA_0617600	13	pre-rRNA-processing protein ESF2, putative
PBANKA_0708200	13	conserved Plasmodium protein, unknown function
PBANKA_0708500	13	phosphorylated CTD interacting factor 1 WW domain-containing protein, putative
PBANKA_0709100	13	60S ribosomal protein L22, putative
PBANKA_0711200	13	conserved protein, unknown function
PBANKA_0712000	13	U3 small nucleolar ribonucleoprotein protein IMP4, putative
PBANKA_0713200	13	conserved protein, unknown function
PBANKA_0714400	13	EF-hand calcium-binding domain-containing protein, putative
PBANKA_0718700	13	CDGSH iron-sulfur domain-containing protein, putative
PBANKA_0719100	13	conserved Plasmodium protein, unknown function
PBANKA_0721100	13	conserved Plasmodium protein, unknown function
PBANKA_0722600	13	fam-b protein
PBANKA_0807200	13	conserved Plasmodium protein, unknown function
PBANKA_0808900	13	ATP-dependent protease ATPase subunit ClpY, putative
PBANKA_0815300	13	met-10+ like protein, putative
PBANKA_0816600	13	conserved Plasmodium protein, unknown function
PBANKA_0825000	13	conserved Plasmodium protein, unknown function
PBANKA_0826700	13	parasitophorous vacuolar protein 5
PBANKA_0833800	13	CSTF domain-containing protein, putative
PBANKA_0904600	13	conserved Plasmodium protein, unknown function
PBANKA_0919100	13	parasitophorous vacuolar protein 1
PBANKA_0923000	13	DNA-directed RNA polymerase, putative
PBANKA_0927300	13	palmitoyltransferase DHHC3
PBANKA_0928000	13	conserved Plasmodium protein, unknown function
PBANKA_0944101	13	PIR protein
PBANKA_1004800	13	peptidyl-tRNA hydrolase 2, putative
PBANKA_1006000	13	conserved protein, unknown function
PBANKA_1012500	13	leucine-rich repeat protein
PBANKA_1014200	13	conserved Plasmodium protein, unknown function
PBANKA_1019540	13	small nucleolar RNA snoR25
PBANKA_1019560	13	small nucleolar RNA snoR24
PBANKA_1020700	13	conserved Plasmodium protein, unknown function
PBANKA_1037300	13	conserved Plasmodium protein, unknown function
PBANKA_1038100	13	DNA-directed RNA polymerase II subunit RPB4, putative
PBANKA_1114400	13	inositol polyphosphate multikinase, putative
PBANKA_1116000	13	TRAP-like protein
PBANKA_1117400	13	conserved protein, unknown function
PBANKA_1121300	13	conserved protein, unknown function
PBANKA_1131400	13	metacaspase-1
PBANKA_1139000	13	conserved Plasmodium protein, unknown function
PBANKA_1139200	13	bifunctional polynucleotide phosphatase/kinase, putative
PBANKA_1141400	13	DNA topoisomerase 6 subunit B, putative
PBANKA_1143400	13	NADH-cytochrome b5 reductase, putative
PBANKA_1146781	13	fam-b protein
PBANKA_1205200	13	transmembrane protein 147, putative
PBANKA_1209400	13	inner membrane complex sub-compartment protein 1
PBANKA_1210800	13	hypoxanthine-guanine phosphoribosyltransferase, putative
PBANKA_1211200	13	conserved Plasmodium protein, unknown function
PBANKA_1217800	13	signal peptidase complex subunit 2, putative
PBANKA_1217900	13	conserved protein, unknown function
PBANKA_1219100	13	inner membrane complex protein 1d
PBANKA_1219400	13	protein SCO1, putative
PBANKA_1224100	13	kinesin-like protein, putative
PBANKA_1235400	13	CDC73 domain-containing protein, putative
PBANKA_1239700	13	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative
PBANKA_1240300	13	WD repeat-containing protein, putative
PBANKA_1241700	13	transmembrane emp24 domain-containing protein, putative
PBANKA_1305900	13	ADP-ribosylation factor, putative
PBANKA_1308900	13	histidine--tRNA ligase, putative
PBANKA_1311300	13	inner membrane complex protein, putative
PBANKA_1314500	13	conserved protein, unknown function
PBANKA_1315200	13	pre-mRNA-splicing factor CWF18, putative
PBANKA_1320600	13	conserved protein, unknown function
PBANKA_1324700	13	conserved Plasmodium protein, unknown function
PBANKA_1329900	13	conserved Plasmodium protein, unknown function
PBANKA_1330200	13	conserved Plasmodium protein, unknown function
PBANKA_1353600	13	conserved Plasmodium protein, unknown function
PBANKA_1355400	13	tetratricopeptide repeat protein, putative
PBANKA_1356500	13	conserved protein, unknown function
PBANKA_1364500	13	conserved Plasmodium protein, unknown function
PBANKA_1400900	13	conserved protein, unknown function
PBANKA_1412100	13	Maf-like protein, putative
PBANKA_1412500	13	conserved Plasmodium protein, unknown function
PBANKA_1412600	13	telomerase reverse transcriptase
PBANKA_1432000	13	signal recognition particle subunit SRP19, putative
PBANKA_1441400	13	proliferating cell nuclear antigen 2
PBANKA_1441800	13	conserved Plasmodium protein, unknown function
PBANKA_1451100	13	conserved Plasmodium protein, unknown function
PBANKA_1451400	13	protein-S-isoprenylcysteine O-methyltransferase, putative
PBANKA_1452900	13	conserved protein, unknown function
PBANKA_1453900	13	conserved protein, unknown function
PBANKA_1461000	13	methyltransferase, putative
PBANKA_1462300	13	conserved Plasmodium protein, unknown function
PBANKA_1464000	13	conserved Plasmodium protein, unknown function
PBANKA_API00206	13	chaperone protein ClpM, putative
PBANKA_0101100	14	liver merozoite formation protein
PBANKA_0101300	14	geranylgeranyl transferase type-2 subunit beta, putative
PBANKA_0106700	14	conserved Plasmodium protein, unknown function
PBANKA_0107100	14	proteasome subunit alpha type-2, putative
PBANKA_0108500	14	ribosomal protein L19, mitochondrial, putative
PBANKA_0109000	14	conserved Plasmodium protein, unknown function
PBANKA_0211200	14	conserved protein, unknown function
PBANKA_0214200	14	tRNA pseudouridine synthase D, putative
PBANKA_0300700	14	nucleic acid-binding protein, putative
PBANKA_0417900	14	nucleoporin NUP138
PBANKA_0418100	14	conserved protein, unknown function
PBANKA_0501900	14	conserved Plasmodium protein, unknown function
PBANKA_0502300	14	tRNA pseudouridine synthase, putative
PBANKA_0511400	14	peroxiredoxin, putative
PBANKA_0515900	14	mRNA-decapping enzyme subunit 1, putative
PBANKA_0517800	14	Sec1 family protein, putative
PBANKA_0521300	14	zinc finger protein, putative
PBANKA_0521400	14	serine/threonine protein kinase RIO2, putative
PBANKA_0522900	14	pre-mRNA-splicing helicase BRR2, putative
PBANKA_0606600	14	conserved Plasmodium protein, unknown function
PBANKA_0607700	14	telomere repeat-binding zinc finger protein, putative
PBANKA_0620100	14	U3 small nucleolar RNA-associated protein 7, putative
PBANKA_0622500	14	exonuclease I, putative
PBANKA_0703700	14	ATP-dependent RNA helicase DBP10, putative
PBANKA_0703800	14	conserved Plasmodium protein, unknown function
PBANKA_0704500	14	HECT-like E3 ubiquitin ligase, putative
PBANKA_0705700	14	conserved Plasmodium protein, unknown function
PBANKA_0720500	14	conserved Plasmodium protein, unknown function
PBANKA_0800041	14	fam-a protein, pseudogene
PBANKA_0801600	14	conserved Plasmodium protein, unknown function
PBANKA_0806600	14	cleavage and polyadenylation specificity factor, putative
PBANKA_0811500	14	conserved protein, unknown function
PBANKA_0819700	14	dihydrouridine synthase, putative
PBANKA_0819800	14	gamma-glutamylcysteine synthetase
PBANKA_0827800	14	HSP90 co-chaperone p23, putative
PBANKA_0831900	14	nucleolar protein Nop52, putative
PBANKA_0833100	14	M18 aspartyl aminopeptidase, putative
PBANKA_0905100	14	ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative
PBANKA_0909700	14	VPS9 domain-containing protein, putative
PBANKA_0929900	14	heat shock protein 90, putative
PBANKA_0931900	14	serine esterase, putative
PBANKA_0933300	14	RAP protein, putative
PBANKA_0935900	14	conserved Plasmodium protein, unknown function
PBANKA_0937800	14	essential nuclear protein 1, putative
PBANKA_0939200	14	pescadillo homolog, putative
PBANKA_1001000	14	conserved Plasmodium protein, unknown function
PBANKA_1005100	14	mitochondrial carrier protein, putative
PBANKA_1009300	14	clathrin light chain, putative
PBANKA_1010700	14	queuine tRNA-ribosyltransferase, putative
PBANKA_1017000	14	CorA-like Mg2+ transporter protein, putative
PBANKA_1018800	14	conserved Plasmodium protein, unknown function
PBANKA_1025500	14	NOT family protein, putative
PBANKA_1033500	14	WD repeat-containing protein, putative
PBANKA_1116700	14	AP-2 complex subunit alpha, putative
PBANKA_1120300	14	mRNA-binding protein PUF3, putative
PBANKA_1122700	14	tyrosine kinase-like protein, putative
PBANKA_1126000	14	E3 ubiquitin-protein ligase RNF5, putative
PBANKA_1138400	14	calpain, putative
PBANKA_1139500	14	CCR4 domain-containing protein 2, putative
PBANKA_1144300	14	ribosomal protein L1, putative
PBANKA_1144400	14	heptatricopeptide repeat-containing protein, putative
PBANKA_1144500	14	mitochondrial import inner membrane translocase subunit TIM9, putative
PBANKA_1216700	14	WD repeat-containing protein, putative
PBANKA_1228300	14	lysine-specific histone demethylase, putative
PBANKA_1233800	14	histone RNA hairpin-binding protein, putative
PBANKA_1234500	14	FoP domain-containing protein, putative
PBANKA_1240400	14	RNA methyltransferase, putative
PBANKA_1301200	14	mediator of RNA polymerase II transcription subunit 31, putative
PBANKA_1304200	14	stromal-processing peptidase, putative
PBANKA_1304900	14	cytoplasmic tRNA 2-thiolation protein 2, putative
PBANKA_1305600	14	mitochondrial inner membrane protease ATP23, putative
PBANKA_1321400	14	large ribosomal subunit nuclear export factor, putative
PBANKA_1322300	14	zinc finger protein, putative
PBANKA_1322700	14	ATP-dependent RNA helicase DBP5, putative
PBANKA_1327000	14	DNA-directed RNA polymerase III subunit RPC4, putative
PBANKA_1327900	14	conserved Plasmodium protein, unknown function
PBANKA_1333900	14	conserved Plasmodium protein, unknown function
PBANKA_1335400	14	histone deacetylase, putative
PBANKA_1343600	14	conserved protein, unknown function
PBANKA_1343900	14	PUB domain-containing protein, putative
PBANKA_1344000	14	DNA-directed RNA polymerase III subunit RPC1, putative
PBANKA_1347100	14	trafficking protein particle complex subunit 2, putative
PBANKA_1356000	14	AP2 domain transcription factor, putative
PBANKA_1401100	14	deoxyhypusine hydroxylase, putative
PBANKA_1401200	14	ATP-dependent RNA helicase DHR1, putative
PBANKA_1401900	14	LisH domain-containing protein, putative
PBANKA_1407400	14	mRNA-decapping enzyme 2, putative
PBANKA_1410700	14	conserved protein, unknown function
PBANKA_1411200	14	conserved Plasmodium protein, unknown function
PBANKA_1411600	14	methionyl-tRNA formyltransferase, putative
PBANKA_1414300	14	transcription factor MYB1, putative
PBANKA_1416800	14	conserved Plasmodium protein, unknown function
PBANKA_1422000	14	conserved protein, unknown function
PBANKA_1423200	14	AAA family ATPase, putative
PBANKA_1431600	14	serpentine receptor, putative
PBANKA_1433400	14	diphthamide biosynthesis protein 3, putative
PBANKA_1435600	14	debranching enzyme-associated ribonuclease, putative
PBANKA_1438400	14	conserved Plasmodium protein, unknown function
PBANKA_1443400	14	conserved Plasmodium protein, unknown function
PBANKA_1445600	14	serine/threonine protein kinase RIO1, putative
PBANKA_1449900	14	CCR4-NOT transcription complex subunit 4, putative
PBANKA_1453500	14	HD superfamily phosphohydrolase protein, putative
PBANKA_1454700	14	ribosome-binding factor A, putative
PBANKA_1457500	14	RNA polymerase II transcription factor B subunit 2, putative
PBANKA_1458900	14	epsin-like protein, putative
PBANKA_1462700	14	THO complex subunit 2, putative
PBANKA_MIT01900	14	cytochrome b
PBANKA_0101400	15	SAC3 domain-containing protein, putative
PBANKA_0101900	15	RNA-binding protein, putative
PBANKA_0102200	15	trophozoite exported protein 1, putative
PBANKA_0102500	15	phenylalanine--tRNA ligase, putative
PBANKA_0107600	15	nucleoporin NUP637, putative
PBANKA_0108400	15	conserved Plasmodium protein, unknown function
PBANKA_0110100	15	conserved Plasmodium protein, unknown function
PBANKA_0110600	15	transmembrane protein 234, putative
PBANKA_0207500	15	cyclin-dependent kinases regulatory subunit, putative
PBANKA_0210500	15	conserved Plasmodium protein, unknown function
PBANKA_0212000	15	conserved Plasmodium protein, unknown function
PBANKA_0300100	15	PIR protein
PBANKA_0300800	15	octaprenyl pyrophosphate synthase, putative
PBANKA_0308300	15	GAF domain-related protein, putative
PBANKA_0312200	15	conserved Plasmodium protein, unknown function
PBANKA_0315500	15	saccharopine dehydrogenase, putative, pseudogene
PBANKA_0316300	15	fam-b protein
PBANKA_0317001	15	PIR protein
PBANKA_0404000	15	conserved Plasmodium protein, unknown function
PBANKA_0408000	15	conserved Plasmodium protein, unknown function
PBANKA_0408100	15	50S ribosomal protein L9, apicoplast, putative
PBANKA_0410700	15	conserved Plasmodium protein, unknown function
PBANKA_0411000	15	YGGT family protein, putative
PBANKA_0411100	15	conserved Plasmodium protein, unknown function
PBANKA_0411500	15	conserved Plasmodium protein, unknown function
PBANKA_0411600	15	conserved Plasmodium protein, unknown function
PBANKA_0416900	15	prefoldin subunit 4, putative
PBANKA_0502100	15	conserved Plasmodium protein, unknown function
PBANKA_0514600	15	tRNA N6-adenosine threonylcarbamoyltransferase, putative
PBANKA_0516900	15	S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative
PBANKA_0518600	15	conserved protein, unknown function
PBANKA_0520600	15	enhancer of rudimentary homolog, putative
PBANKA_0602400	15	major facilitator superfamily domain-containing protein, putative
PBANKA_0608900	15	general transcription factor 3C polypeptide 5, putative
PBANKA_0616700	15	NIMA related kinase 4
PBANKA_0616900	15	conserved Plasmodium protein, unknown function
PBANKA_0617000	15	LEM3/CDC50 family protein, putative
PBANKA_0700541	15	PIR protein
PBANKA_0704400	15	alpha/beta hydrolase, putative
PBANKA_0706300	15	GTP-binding protein Obg2, putative
PBANKA_0716700	15	GTP-binding protein, putative
PBANKA_0721500	15	conserved Plasmodium protein, unknown function
PBANKA_0722000	15	phosphatidylinositol 4-kinase, putative
PBANKA_0801200	15	erythrocyte membrane-associated antigen, putative
PBANKA_0802500	15	protein phosphatase PPM12, putative
PBANKA_0803700	15	conserved Plasmodium protein, unknown function
PBANKA_0804200	15	conserved Plasmodium protein, unknown function
PBANKA_0806700	15	conserved Plasmodium protein, unknown function
PBANKA_0807300	15	conserved protein, unknown function
PBANKA_0807500	15	conserved Plasmodium protein, unknown function
PBANKA_0812200	15	conserved protein, unknown function
PBANKA_0812700	15	conserved Plasmodium protein, unknown function
PBANKA_0812800	15	GTP-binding protein, putative
PBANKA_0814100	15	heptatricopeptide repeat-containing protein, putative
PBANKA_0817700	15	RNA-binding protein musashi, putative
PBANKA_0821100	15	CS domain protein, putative
PBANKA_0823700	15	conserved Plasmodium protein, unknown function
PBANKA_0824000	15	OTU domain-containing protein, putative
PBANKA_0831500	15	conserved Plasmodium protein, unknown function
PBANKA_0836700	15	fam-a protein
PBANKA_0902300	15	conserved Plasmodium protein, unknown function
PBANKA_0903300	15	bicoid-interacting protein BIN3, putative
PBANKA_0913700	15	coatomer subunit delta, putative
PBANKA_0918900	15	conserved Plasmodium protein, unknown function
PBANKA_0920400	15	conserved Plasmodium protein, unknown function
PBANKA_0927200	15	conserved protein, unknown function
PBANKA_0928700	15	ubiquitin-protein ligase, putative
PBANKA_0931000	15	MFS domain-containing protein P115
PBANKA_0933800	15	conserved Plasmodium protein, unknown function
PBANKA_0935300	15	conserved Plasmodium protein, unknown function
PBANKA_0938100	15	tetratricopeptide repeat protein, putative
PBANKA_0941600	15	conserved Plasmodium protein, unknown function
PBANKA_1001100	15	ubiquitin specific protease, putative
PBANKA_1001600	15	SET domain protein, putative
PBANKA_1003500	15	conserved protein, unknown function
PBANKA_1005500	15	AAA family ATPase, putative
PBANKA_1010300	15	dynein-related AAA-type ATPase, putative
PBANKA_1010800	15	CCR4-associated factor 16, putative
PBANKA_1011500	15	PHD finger protein PHD2, putative
PBANKA_1014400	15	acid phosphatase, putative
PBANKA_1016400	15	major facilitator superfamily domain-containing protein, putative
PBANKA_1017800	15	conserved Plasmodium protein, unknown function
PBANKA_1018400	15	protein arginine N-methyltransferase 1, putative
PBANKA_1023000	15	myosin-specific chaperone UNC, putative
PBANKA_1023300	15	YTH domain-containing protein 1, putative
PBANKA_1027100	15	conserved Plasmodium protein, unknown function
PBANKA_1031300	15	rhomboid protease ROM8
PBANKA_1032200	15	WD repeat-containing protein, putative
PBANKA_1035800	15	pentatricopeptide repeat-containing protein 1, putative
PBANKA_1101900	15	HCNGP-like protein, putative
PBANKA_1110800	15	MORN repeat protein, putative
PBANKA_1111000	15	RNA pseudouridylate synthase, putative
PBANKA_1113400	15	secreted ookinete protein
PBANKA_1121200	15	vacuolar transporter chaperone, putative
PBANKA_1124500	15	poly(A) polymerase PAP, putative
PBANKA_1133700	15	conserved Plasmodium protein, unknown function
PBANKA_1134300	15	patatin-like phospholipase, putative
PBANKA_1134500	15	conserved Plasmodium protein, unknown function
PBANKA_1135300	15	conserved Plasmodium protein, unknown function
PBANKA_1138700	15	conserved Plasmodium protein, unknown function
PBANKA_1139400	15	polyubiquitin binding protein, putative
PBANKA_1140500	15	aldehyde reductase, putative
PBANKA_1141100	15	conserved Plasmodium protein, unknown function
PBANKA_1141200	15	adenylyltransferase and sulfurtransferase UBA4, putative
PBANKA_1141300	15	aminomethyltransferase, mitochondrial
PBANKA_1142100	15	conserved Plasmodium protein, unknown function
PBANKA_1143200	15	conserved Plasmodium protein, unknown function
PBANKA_1144900	15	glycosylphosphatidylinositol anchor attachment 1 protein, putative
PBANKA_1145600	15	conserved Plasmodium protein, unknown function
PBANKA_1201000	15	conserved Plasmodium protein, unknown function
PBANKA_1201100	15	conserved Plasmodium protein, unknown function
PBANKA_1205500	15	RING zinc finger protein, putative
PBANKA_1208600	15	DNA2/NAM7 helicase, putative
PBANKA_1210600	15	rhoptry associated adhesin, putative
PBANKA_1212900	15	conserved Plasmodium protein, unknown function
PBANKA_1214700	15	conserved Plasmodium protein, unknown function
PBANKA_1215400	15	conserved Plasmodium protein, unknown function
PBANKA_1218600	15	conserved protein, unknown function
PBANKA_1221600	15	cell division cycle ATPase, putative
PBANKA_1228600	15	conserved protein, unknown function
PBANKA_1240000	15	structural maintenance of chromosomes protein 6, putative
PBANKA_1240200	15	7-helix-1 protein, putative
PBANKA_1244500	15	SNARE protein, putative
PBANKA_1245150	15	dolichol-phosphate mannosyltransferase subunit 3, putative
PBANKA_1304600	15	AP-3 complex subunit mu, putative
PBANKA_1309900	15	M17 leucyl aminopeptidase, putative
PBANKA_1312100	15	conserved protein, unknown function
PBANKA_1313100	15	crossover junction endonuclease MUS81, putative
PBANKA_1315900	15	aminomethyltransferase, putative
PBANKA_1316600	15	conserved protein, unknown function
PBANKA_1321600	15	conserved Plasmodium protein, unknown function
PBANKA_1325600	15	valine--tRNA ligase, putative
PBANKA_1327500	15	conserved Plasmodium protein, unknown function
PBANKA_1332800	15	acetyl-CoA carboxylase
PBANKA_1337900	15	conserved Plasmodium protein, unknown function
PBANKA_1338500	15	N-acetyltransferase, GNAT family, putative
PBANKA_1338800	15	conserved protein, unknown function
PBANKA_1339500	15	conserved Plasmodium protein, unknown function
PBANKA_1340600	15	conserved Plasmodium protein, unknown function
PBANKA_1342400	15	ribonuclease P protein subunit RPR2, putative
PBANKA_1349600	15	conserved oligomeric Golgi complex subunit 3, putative
PBANKA_1351100	15	exoribonuclease, putative
PBANKA_1351300	15	conserved Plasmodium protein, unknown function
PBANKA_1352400	15	conserved protein, unknown function
PBANKA_1356700	15	kelch protein K13, putative
PBANKA_1359300	15	VPS13 domain-containing protein, putative
PBANKA_1360700	15	conserved Plasmodium protein, unknown function
PBANKA_1361300	15	TBC domain protein, putative
PBANKA_1365300	15	intron-binding protein aquarius, putative
PBANKA_1401800	15	conserved Plasmodium protein, unknown function
PBANKA_1402300	15	conserved Plasmodium protein, unknown function
PBANKA_1403600	15	protein AMR3, putative
PBANKA_1405600	15	U3 small nucleolar RNA-associated protein 6, putative
PBANKA_1406900	15	conserved Plasmodium protein, unknown function
PBANKA_1407100	15	conserved Plasmodium protein, unknown function
PBANKA_1408500	15	ATP synthase subunit O, mitochondrial, putative
PBANKA_1410300	15	M1-family alanyl aminopeptidase, putative
PBANKA_1412000	15	Clu domain-containing protein, putative
PBANKA_1413700	15	heptatricopeptide repeat-containing protein, putative
PBANKA_1414400	15	exportin-T, putative
PBANKA_1419600	15	conserved Plasmodium protein, unknown function
PBANKA_1422200	15	cation diffusion facilitator family protein, putative
PBANKA_1422600	15	selenoprotein, putative
PBANKA_1425400	15	proteasome activator complex subunit 4, putative
PBANKA_1431700	15	serine--tRNA ligase, putative
PBANKA_1432100	15	conserved Plasmodium protein, unknown function
PBANKA_1433900	15	AP-2 complex subunit mu, putative
PBANKA_1437200	15	conserved Plasmodium protein, unknown function
PBANKA_1437300	15	endoplasmin, putative
PBANKA_1438100	15	nucleus export protein BRR6, putative
PBANKA_1440600	15	VAC14 domain-containing protein, putative
PBANKA_1441300	15	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1443200	15	RNA pseudouridylate synthase, putative
PBANKA_1444200	15	conserved Plasmodium protein, unknown function
PBANKA_1444400	15	conserved Plasmodium protein, unknown function
PBANKA_1448200	15	asparagine/aspartate rich protein, putative
PBANKA_1448700	15	bromodomain protein 5, putative
PBANKA_1450000	15	tetQ family GTPase, putative
PBANKA_1452700	15	conserved Plasmodium protein, unknown function
PBANKA_1454200	15	conserved Plasmodium protein, unknown function
PBANKA_1454900	15	conserved Plasmodium protein, unknown function
PBANKA_1455400	15	sulfhydryl oxidase, putative
PBANKA_1458400	15	conserved Plasmodium protein, unknown function
PBANKA_1463000	15	osmiophilic body protein G377
PBANKA_1464700	15	tryptophan--tRNA ligase, putative
PBANKA_1465200	15	PIR protein
PBANKA_0101500	16	conserved Plasmodium protein, unknown function
PBANKA_0101800	16	SDE2 domain-containing protein, putative
PBANKA_0105300	16	conserved Plasmodium protein, unknown function
PBANKA_0109400	16	succinate dehydrogenase subunit 3, putative
PBANKA_0204500	16	LCCL domain-containing protein, putative
PBANKA_0207400	16	3'-5' exonuclease, putative
PBANKA_0211900	16	cation transporting ATPase, putative
PBANKA_0213800	16	conserved protein, unknown function
PBANKA_0303700	16	DNA repair protein RAD2, putative
PBANKA_0304500	16	conserved Plasmodium protein, unknown function
PBANKA_0316600	16	reticulocyte binding protein, putative
PBANKA_0317121	16	fam-a protein, pseudogene
PBANKA_0400800	16	fam-a protein, pseudogene
PBANKA_0401100	16	serine/threonine protein kinase, putative
PBANKA_0407550	16	small nucleolar RNA Me18S-Um1356
PBANKA_0407800	16	SECIS-binding protein 2, putative
PBANKA_0410800	16	ubiquitin-protein ligase, putative
PBANKA_0411950	16	conserved Plasmodium protein, unknown function
PBANKA_0412000	16	DER1-like protein, putative
PBANKA_0415500	16	coatomer subunit beta, putative
PBANKA_0416500	16	copper-transporting ATPase
PBANKA_0417600	16	LCCL domain-containing protein
PBANKA_0418000	16	ATP-dependent RNA helicase DDX60, putative
PBANKA_0501500	16	enoyl-CoA hydratase-related protein, putative
PBANKA_0502200	16	26S proteasome regulatory subunit p55, putative
PBANKA_0502500	16	serine/threonine protein phosphatase 8
PBANKA_0504000	16	tRNA methyltransferase, putative
PBANKA_0513900	16	conserved Plasmodium protein, unknown function
PBANKA_0515350	16	OTU-like cysteine protease, putative
PBANKA_0516100	16	conserved protein, unknown function
PBANKA_0518700	16	methionine--tRNA ligase, putative
PBANKA_0518800	16	U2 snRNA/tRNA pseudouridine synthase, putative
PBANKA_0520100	16	conserved Plasmodium protein, unknown function
PBANKA_0523400	16	conserved Plasmodium protein, unknown function
PBANKA_0600071	16	conserved rodent malaria protein, unknown function
PBANKA_0604500	16	high mobility group protein B3, putative
PBANKA_0605400	16	conserved Plasmodium protein, unknown function
PBANKA_0607000	16	conserved Plasmodium protein, unknown function
PBANKA_0608600	16	zinc finger protein, putative
PBANKA_0609800	16	DNA helicase MCM8, putative
PBANKA_0610000	16	ribosomal protein S18, mitochondrial, putative
PBANKA_0610100	16	lysine-specific histone demethylase 1, putative
PBANKA_0612841	16	tRNA Alanine
PBANKA_0614800	16	conserved Plasmodium protein, unknown function
PBANKA_0700561	16	fam-a protein
PBANKA_0702900	16	SET domain protein, putative
